value
1469
1484
1468
1453
1477
2115
1838
1922
1927
1926
1924
1929
1923
1928
1929
1922
1929
1926
1927
1924
1925
1920
1924
1925
1923
1932
1927
1931
1925
1926
1930
1927
1929
1930
1931
1926
1922
1934
1932
1928
1934
1926
1927
1931
1936
1924
1929
1922
