value
36311
34880
39067
44219
36794
22515
12276
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
18471
17126
28649
35870
24374
14047
30400
40166
49415
55112
59971
64147
5112
14613
24347
32309
38930
44801
51728
57068
61258
51487
64147
70318
75608
79268
82369
85722
88026
90364
93123
97238
99368
100956
103861
105786
107392
109182
110685
112159
113966
114260
98648
107982
111382
112017
