value
1538
1551
1554
1534
1533
2205
1875
1925
1921
1918
1944
1909
1932
1925
1930
1925
1930
1925
1935
1926
1928
1922
1920
1914
1928
1933
1923
1933
1936
1937
1933
1927
1929
1941
1936
1938
1930
1928
1927
1931
1928
1927
1938
1947
1934
1937
1919
1933
