value
2022
1996
1997
1989
1989
2608
2362
2640
2647
2646
2641
2639
2650
2641
2645
2643
2647
2639
2633
2636
2634
2644
2640
2639
2632
2651
2645
2640
2650
2645
2654
2652
2648
2643
2654
2646
2648
2642
2659
2655
2665
2654
2654
2654
2644
2641
2649
2668
