value
29681
29682
29686
29683
29692
29691
29556
29649
29643
29651
29655
29644
29643
29650
29643
29657
29651
29651
29643
29648
29661
29650
29651
29644
29658
29644
29645
29647
29643
29649
29648
29648
29647
29657
29658
29654
29647
29646
29651
29652
29651
29655
29650
29659
29651
29644
29653
29650
29655
29656
29656
29663
29650
29658
29654
29655
29660
29648
29662
7367
7368
7357
7376
7343
7359
7423
7340
7342
7299
7314
7348
7279
7256
7248
7250
7357
7312
7257
7354
7335
7345
7297
7286
7295
7364
7311
7260
7294
7313
7295
7350
7284
7282
