timestamp,value
timestamp_placeholder,100 %
timestamp_placeholder,32.3431 %
timestamp_placeholder,32.3191 %
timestamp_placeholder,32.2735 %
timestamp_placeholder,32.2111 %
timestamp_placeholder,32.1211 %
timestamp_placeholder,32.036 %
timestamp_placeholder,32.5399 %
timestamp_placeholder,35.7078 %
timestamp_placeholder,38.4631 %
timestamp_placeholder,40.8109 %
timestamp_placeholder,43.3736 %
