timestamp,value
timestamp_placeholder,3927
timestamp_placeholder,3927
timestamp_placeholder,3927
timestamp_placeholder,3957
timestamp_placeholder,3987
timestamp_placeholder,3972
timestamp_placeholder,1843
timestamp_placeholder,2765
timestamp_placeholder,2504
timestamp_placeholder,2204
timestamp_placeholder,3101
timestamp_placeholder,3682
